age,balance,income,campaign,previous,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,loan_no,loan_yes,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown,TookProduct
35,2,14521,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
36,495,37135,3,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1
49,358,16132,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
42,292,20775,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
64,1574,23979,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
73,1388,28856,3,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0
29,3748,26685,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
36,756,19620,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
33,2727,16492,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
49,635,35088,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
32,167,27508,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
38,1663,33726,3,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
43,690,33068,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
34,322,29131,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
33,245,28681,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
55,229,34251,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
32,84,29548,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
32,14533,22780,3,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0
58,671,23052,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
60,71,21888,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
58,116,35016,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
39,8,39978,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
43,1211,22732,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
53,306,42951,3,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
44,-312,34647,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
33,-346,26102,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
47,302,19799,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
38,76,10337,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
48,4415,15305,3,7,0,1,0,0,1,0,0,1,0,1,0,0,0,1
45,97,21239,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
34,197,53636,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
38,226,33949,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
35,251,31807,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
43,5172,14152,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
70,15834,26031,3,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
45,3370,32265,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
57,808,6194,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
40,4075,31636,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
46,1375,19766,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
34,180,27207,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
46,4958,28859,3,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0
32,253,38837,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,839,18569,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
52,0,25738,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
86,1503,9545,3,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
53,4143,25938,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
26,115,21486,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
66,4785,36903,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
49,474,40538,3,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
46,757,24184,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
47,3188,28768,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
51,833,24128,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
45,2926,37795,3,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0
43,0,37661,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
51,1869,33875,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
45,245,22351,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
45,-192,23847,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
37,1053,27925,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
56,318,31971,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
54,3859,29548,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
46,1427,18081,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
33,-77,28656,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
51,0,37952,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
58,9339,20776,3,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0
57,32,1907,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
52,214,24727,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
35,8883,37033,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
62,1859,56784,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
34,712,27596,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
35,1419,26581,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
47,826,20086,3,8,0,1,0,0,1,0,0,1,0,0,1,0,0,0
33,11,35600,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
43,104,67988,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
26,479,19194,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
59,319,15729,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,327,10951,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
45,0,40434,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
50,1412,31933,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
36,16430,29646,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
44,-665,18060,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,46,29701,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
44,2319,18537,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
31,1750,20069,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
40,33,5791,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
58,419,39225,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
62,0,19530,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
41,2400,23378,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
40,1548,26380,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
28,64,19946,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,20,10422,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
36,925,52425,3,4,0,1,0,0,0,1,0,1,0,0,0,1,0,1
32,-1053,24780,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
62,565,25324,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
32,0,21940,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
27,-517,32439,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
41,0,28106,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
31,212,18502,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,1257,8855,3,7,0,1,0,0,1,0,0,1,0,1,0,0,0,0
26,5116,14335,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
31,4148,42204,3,9,0,1,0,0,0,1,0,1,0,0,1,0,0,1
41,251,21689,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
36,777,35806,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
44,1071,30649,3,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
40,0,35737,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
59,0,22015,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
36,725,8358,3,8,0,1,0,0,1,0,0,1,0,1,0,0,0,0
48,5366,30386,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
33,640,14418,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
60,0,11203,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
34,67,27157,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
34,1310,33330,3,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0
46,405,34902,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
32,273,25980,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
41,340,27245,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
57,10,37055,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
59,5314,32749,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
36,141,36877,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
57,179,21938,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
48,3230,25287,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
44,1058,8679,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
43,1574,17135,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
36,0,1000,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
55,1649,22456,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
49,280,22055,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
49,169,31320,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
31,440,11748,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
46,123,11091,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
44,1707,45259,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
26,2855,49408,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
46,-35,33133,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
51,0,22850,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
36,254,46952,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
46,556,44973,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
38,1514,22393,3,3,0,1,0,0,0,1,0,0,1,1,0,0,0,0
53,1278,16752,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
41,140,23698,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
38,746,29653,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
57,35,27937,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
39,2303,12749,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
49,2201,14711,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
33,925,25842,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
41,819,9985,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
32,736,5764,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
66,747,32074,3,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
39,0,21939,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,1160,50536,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
52,2,37169,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
58,1142,39127,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
48,191,12280,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
58,4015,15876,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
42,529,30378,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
46,137,40117,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
54,2819,22512,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
40,990,20150,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
34,50,32257,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
49,1916,45941,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
32,795,23494,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
54,876,51130,3,3,0,1,0,0,0,1,0,1,0,0,0,1,0,1
36,495,35655,3,6,0,1,0,0,0,1,0,1,0,0,0,1,0,1
49,321,28469,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
44,576,5048,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
58,16264,16908,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
49,1672,18129,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
48,9207,9874,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
60,4256,28282,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
60,3043,15720,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
34,293,29316,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
53,25,22186,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
34,1847,19456,3,6,0,1,0,0,1,0,0,1,0,1,0,0,0,0
49,-471,26035,3,7,0,1,0,0,0,1,0,1,0,1,0,0,0,0
33,26,24540,3,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
43,348,29670,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
29,1,35965,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
35,444,29728,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
31,0,10241,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
46,1291,19425,3,17,0,1,0,1,0,0,0,1,0,1,0,0,0,0
33,1844,31881,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
39,98,19283,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
40,642,38207,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
36,491,27388,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
51,174,21683,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
54,89,27564,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
39,6,26770,3,4,0,1,0,0,1,0,0,1,0,1,0,0,0,0
47,292,19212,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
35,181,14154,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
50,78,17324,3,9,0,1,0,0,0,1,0,1,0,0,1,0,0,0
46,-1400,23892,3,4,0,1,0,0,1,0,0,1,0,1,0,0,0,0
33,-118,15857,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
41,1666,21422,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
34,396,6856,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
43,3215,29124,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
59,2814,21153,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
39,293,30945,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
70,1164,11028,3,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0
51,1840,29078,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
29,182,19521,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
31,401,25710,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
55,4194,31764,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
60,78,10430,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
37,196,15324,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
45,4022,27642,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
41,167,18479,3,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
41,4539,33559,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,0,14492,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
42,96,29338,3,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0
51,492,39297,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
35,8,29979,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
53,483,23534,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
31,-120,11251,3,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0
57,27069,23001,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
39,3663,29581,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
31,1495,26523,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
54,4503,20320,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
27,4848,12094,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
40,61,25758,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
52,395,38485,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
51,844,42216,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
42,2187,45526,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1
36,80,7670,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
38,0,27398,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
35,243,22556,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
34,2594,22404,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
48,10655,10367,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
41,72,15530,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
43,188,21343,3,5,0,1,0,1,0,0,0,1,0,1,0,0,0,0
46,9328,44966,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
45,265,31363,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
53,27,22206,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
37,47,8322,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
36,3064,32991,3,4,0,1,0,0,1,0,0,1,0,1,0,0,0,0
28,12,35706,3,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0
53,4086,50236,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
53,-118,35974,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
35,0,23832,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
43,297,24585,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
30,0,50062,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
43,483,28285,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
52,0,10022,3,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0
45,185,28510,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
35,378,1000,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
55,298,23314,3,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
44,5597,28846,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
51,1415,21948,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
57,16063,26245,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
30,101,7784,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
36,-35,14629,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
43,3529,11443,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
38,12877,26291,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
35,2189,27358,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
48,1175,21835,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
51,2506,33615,3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
34,462,45194,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
45,586,38161,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
37,391,29867,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
36,442,18444,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
41,-256,6823,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
36,9149,37152,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
25,-350,37027,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
44,33,27504,3,10,0,0,1,0,1,0,0,1,0,1,0,0,0,0
29,482,50416,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
39,5803,27862,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
43,2,21713,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
25,760,15163,3,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1
29,828,34856,3,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0
29,950,19940,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
30,239,34306,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
40,10378,21575,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
26,211,21338,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
26,81,3978,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
27,703,35677,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
58,2,32980,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
28,168,55993,3,2,0,0,1,0,1,0,0,1,0,0,0,1,0,1
36,340,11550,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
32,739,28807,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
27,5,20850,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
26,279,18356,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
31,1957,25033,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
39,7066,43906,3,3,0,0,1,0,1,0,0,1,0,0,1,0,0,1
31,454,25431,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
40,65,23907,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,-255,18069,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
33,5235,22420,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38,221,29660,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
39,816,20949,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
34,215,19338,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
32,604,33815,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
39,1242,11022,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
46,1419,1000,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
28,4937,24000,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
26,127,7401,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
27,446,27830,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
40,2893,28843,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
29,15459,32920,3,7,0,0,1,0,0,1,0,1,0,0,0,1,0,0
37,1050,28169,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
25,1116,9258,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
33,316,28453,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
36,9019,19384,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
38,2253,31694,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
29,9,19082,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
26,443,36070,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
36,475,16033,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
35,871,14778,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
22,47,2149,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
49,151,23387,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
33,8004,19498,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
37,608,48489,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
37,2442,30305,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
29,309,28240,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
30,4,22690,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
27,795,17999,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
30,432,25136,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,45,31289,3,7,0,0,1,0,1,0,0,0,1,0,1,0,0,0
19,0,1000,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
44,-27,30240,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
33,4404,31634,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
31,-186,12600,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
38,104,73827,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
35,633,10791,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
24,508,17188,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
31,1970,30079,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
29,404,31598,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
36,1531,24469,3,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
29,-105,27308,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
30,790,33763,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
58,6570,15716,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
40,838,35006,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
32,1731,27604,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
31,23,14775,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
26,1153,25338,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
46,593,24536,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
35,376,29338,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
50,1200,41136,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
39,109,33969,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
49,981,16112,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,474,31115,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
21,137,13631,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
31,-280,17794,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
37,3665,50250,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
33,23,19329,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
23,500,21150,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
28,224,17879,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
55,-703,26978,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
41,15,1000,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
31,2197,24443,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
28,442,43103,3,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1
38,427,31060,3,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0
28,0,23515,3,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32,537,12321,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
38,0,31880,3,3,0,0,1,0,0,1,0,1,0,0,0,1,0,1
32,131,33036,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
38,8669,24557,3,6,0,0,1,0,0,1,0,1,0,1,0,0,0,0
33,61,34631,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
