Age,Income,Family,CCAvg,Mortgage,Online,edu_graduate,edu_undergrad,LoanTaken
55,58,4,0,0,1,0,1,0
55,65,4,2,0,1,1,0,0
41,98,1,4,0,0,0,0,0
24,150,2,2,0,1,0,1,0
54,44,2,2,0,1,0,0,0
57,15,2,0,0,0,0,0,0
30,82,2,2,0,0,0,1,0
42,61,3,0,0,1,0,0,0
29,38,1,2,0,0,1,0,0
29,39,4,2,0,1,0,0,0
31,173,1,6,0,1,0,1,0
47,8,4,0,0,1,0,1,0
36,51,3,2,214,1,0,1,0
52,62,4,1,82,0,0,0,0
54,34,4,0,0,1,1,0,0
55,132,3,5,307,0,1,0,1
53,44,4,1,0,0,0,0,0
52,162,1,8,0,1,0,1,0
64,64,3,2,0,1,0,1,0
54,111,1,0,0,0,0,0,0
32,41,2,2,0,0,0,0,0
63,52,4,1,0,0,0,0,0
36,65,4,2,0,0,1,0,0
50,130,1,1,0,1,1,0,1
33,45,2,0,0,0,0,1,0
49,65,3,0,263,1,1,0,0
41,38,2,0,91,1,0,1,0
51,42,4,1,0,1,1,0,0
56,45,4,1,0,0,0,0,0
51,145,1,0,0,1,0,1,0
39,33,4,1,0,0,0,0,0
61,60,3,1,0,0,0,0,0
35,45,1,2,0,1,0,1,0
37,34,3,0,0,0,1,0,0
48,23,3,0,0,1,1,0,0
63,45,2,1,88,1,0,0,0
35,28,4,1,75,1,0,1,0
55,81,4,3,0,1,1,0,0
29,72,3,0,81,0,1,0,0
61,49,4,1,0,1,0,0,0
36,31,4,1,0,0,1,0,0
61,63,3,1,0,0,0,1,0
36,150,4,5,0,1,0,1,1
58,142,2,3,193,1,0,1,0
42,74,3,3,0,0,0,1,0
30,24,1,0,81,1,1,0,0
45,29,4,1,0,0,0,0,0
39,79,4,2,0,0,0,1,0
27,94,2,0,310,0,0,1,0
57,121,1,4,0,0,0,1,0
34,54,3,2,0,0,0,1,0
64,73,3,2,0,1,0,1,0
47,71,1,0,127,1,0,0,0
44,29,3,1,0,1,1,0,0
51,93,1,2,0,1,0,1,0
40,73,1,1,252,1,0,0,0
33,58,2,0,0,1,0,1,0
46,39,1,0,0,0,0,1,0
41,23,2,1,0,1,1,0,0
33,29,1,0,127,0,0,0,0
27,155,1,0,0,0,0,1,0
52,90,1,2,0,1,1,0,0
59,113,2,2,77,1,0,1,0
62,42,1,1,0,0,0,0,0
49,30,4,0,0,1,0,1,0
45,19,3,0,0,1,1,0,0
63,124,3,5,170,0,1,0,1
57,30,2,0,145,0,1,0,0
60,28,1,1,124,1,0,0,0
50,15,2,1,101,0,1,0,0
54,70,1,1,265,0,0,0,0
28,10,1,0,0,1,1,0,0
60,22,3,0,139,1,0,0,0
44,70,4,1,0,1,0,1,0
61,61,1,1,0,0,0,1,0
40,161,2,3,0,0,0,1,0
54,29,2,0,0,0,0,1,0
43,35,3,0,0,1,0,1,0
54,48,4,2,0,1,1,0,0
32,44,4,0,0,1,0,1,0
24,88,3,0,134,0,0,1,0
30,40,4,2,0,1,0,0,0
61,21,4,0,123,0,1,0,0
40,58,2,2,0,1,0,1,0
35,59,4,0,0,0,1,0,0
33,74,4,4,0,0,0,0,0
63,84,4,1,0,1,1,0,0
57,58,1,0,177,1,0,1,0
44,154,2,8,0,1,0,1,0
51,185,1,1,0,0,0,1,0
51,78,1,1,305,1,0,1,0
38,55,2,1,0,1,1,0,0
31,30,4,0,0,1,1,0,0
54,74,3,2,0,0,1,0,0
41,118,2,3,0,1,0,1,0
57,182,2,3,372,0,0,0,1
24,82,2,1,0,1,0,0,0
55,29,4,1,79,1,0,0,0
32,120,4,5,301,1,0,1,1
38,53,2,2,0,1,1,0,0
58,43,3,1,0,0,0,1,0
29,59,4,2,232,1,0,1,0
43,84,4,2,289,1,0,0,0
50,161,3,3,212,1,0,1,1
62,21,4,0,137,1,1,0,0
57,63,4,0,0,1,0,1,0
30,172,3,3,0,0,1,0,1
30,51,4,0,172,0,0,1,0
57,24,4,0,0,1,0,1,0
57,95,2,1,0,0,0,1,0
43,59,1,2,250,1,0,1,0
28,51,4,1,0,0,1,0,0
46,28,1,1,84,1,0,1,0
29,154,2,2,130,0,0,1,0
64,15,2,0,115,1,0,0,0
23,149,1,6,305,0,0,1,0
60,79,1,1,0,0,0,0,0
47,68,4,2,0,0,0,0,0
35,78,1,2,0,1,1,0,0
57,34,2,2,0,0,1,0,0
65,195,3,0,0,0,0,1,1
53,184,1,8,303,1,0,1,0
44,85,2,3,0,1,0,1,0
45,200,2,8,0,1,0,1,0
41,64,3,0,0,0,0,0,0
51,88,1,2,0,0,1,0,0
27,42,3,2,0,0,1,0,0
31,91,3,1,126,1,0,1,0
32,38,1,0,0,1,0,1,0
55,28,1,1,0,0,1,0,0
55,32,4,0,0,0,0,0,0
42,31,1,0,0,0,0,0,0
33,22,4,0,103,1,1,0,0
65,95,3,3,138,0,1,0,1
35,74,4,1,0,1,0,1,0
55,22,1,1,91,0,1,0,0
28,43,3,0,0,1,1,0,0
27,43,1,1,0,1,0,0,0
51,112,3,1,0,1,1,0,0
50,9,2,1,0,1,1,0,0
58,81,2,0,0,1,0,0,0
46,131,1,5,256,0,0,1,0
62,19,1,1,0,0,0,0,0
62,19,4,0,124,0,1,0,0
56,8,2,0,0,1,0,1,0
61,193,1,4,203,1,0,0,1
38,129,4,4,140,0,0,1,1
55,30,4,0,0,0,1,0,0
30,80,4,1,0,0,1,0,0
41,22,4,1,0,0,0,0,0
57,33,1,1,0,1,1,0,0
36,64,4,2,0,0,0,0,0
55,60,3,2,84,1,0,0,0
30,81,1,2,259,1,0,0,0
40,45,3,0,204,1,1,0,0
32,112,4,1,0,1,1,0,0
59,83,2,3,0,1,0,0,1
44,180,2,7,524,0,0,1,0
51,28,4,0,0,1,1,0,0
37,169,2,5,249,1,0,0,1
59,14,4,0,0,1,0,1,0
37,43,1,2,0,1,0,1,0
56,88,2,0,0,1,0,1,0
55,78,4,2,0,0,0,0,0
49,68,1,0,163,0,1,0,0
46,144,2,3,0,1,0,1,0
35,30,4,1,163,1,0,1,0
47,73.90673997,1,1,135,0,0,1,0
39,24,2,0,0,0,1,0,0
27,78,4,2,157,1,0,0,0
62,135,2,5,0,1,1,0,1
57,44,2,1,0,0,0,0,0
55,73,4,3,0,1,1,0,0
55,73.90673997,1,2,0,1,1,0,0
41,58,3,0,0,1,0,0,0
57,75,2,3,236,1,0,1,0
43,174,3,1,231,1,0,0,1
40,50,2,1,174,0,0,1,0
43,85,1,4,287,1,0,0,0
63,54,3,2,0,1,0,1,0
63,83,2,3,0,0,0,1,1
54,24,4,0,0,0,0,1,0
54,45,4,1,205,1,1,0,0
52,68,1,0,0,1,0,0,0
50,48,4,0,0,0,0,0,0
38,114,1,1,0,1,0,0,0
36,142,3,2,0,1,1,0,1
58,52,3,0,0,0,1,0,0
46,142,2,3,0,0,0,1,0
50,15,1,0,0,0,0,0,0
46,118,1,4,159,0,0,1,0
53,101,4,4,0,1,0,1,0
62,84,2,2,0,1,0,1,0
63,32,1,1,100,0,1,0,0
42,64,3,0,247,0,0,0,0
34,81,4,3,0,1,0,1,0
40,28,4,1,0,0,0,0,0
34,93,1,0,0,1,0,1,0
41,185,1,3,0,0,1,0,1
32,42,1,1,0,0,1,0,0
28,45,2,1,0,1,0,0,0
33,49,2,1,214,0,1,0,0
46,69,3,2,0,0,0,1,0
52,94,1,2,333,1,1,0,0
60,18,1,1,0,1,1,0,0
59,8,4,0,91,0,0,1,0
57,55,4,2,108,1,0,1,0
46,85,2,0,0,0,0,0,0
53,65,4,2,0,1,0,0,0
38,138,2,0,0,1,0,1,0
63,103,1,2,0,1,0,1,0
44,99,3,3,357,0,0,0,1
50,152,1,7,0,1,0,1,0
28,25,2,0,140,1,0,0,0
27,98,2,2,361,1,0,1,0
52,39,2,0,166,1,1,0,0
50,40,1,1,0,1,1,0,0
39,58,3,2,169,1,0,1,0
50,192,2,1,301,1,0,0,1
60,62,1,0,0,0,1,0,0
30,69,1,0,0,1,1,0,0
29,30,4,0,157,0,1,0,0
54,29,1,1,97,1,1,0,0
35,41,2,1,0,1,1,0,0
27,118,1,3,0,1,1,0,1
45,109,1,7,366,1,0,1,0
58,122,4,0,0,1,1,0,1
62,50,3,1,169,1,0,1,0
28,43,3,0,0,1,1,0,0
32,108,1,4,0,0,0,1,0
29,110,4,2,0,0,0,0,1
41,20,1,1,0,1,0,0,0
61,112,4,1,0,0,0,0,0
56,25,1,0,136,1,1,0,0
37,42,3,0,0,1,1,0,0
60,29,2,0,0,1,0,1,0
49,84,3,2,134,1,0,1,0
43,81,4,2,0,1,0,0,0
53,55,4,0,119,1,0,1,0
35,40,1,2,0,1,1,0,0
56,145,4,5,0,1,1,0,1
41,175,2,1,0,1,0,0,1
36,78,4,1,163,0,0,0,0
56,51,4,1,0,0,0,1,0
64,50,4,1,0,1,0,0,0
51,21,3,0,0,1,0,1,0
49,79,1,0,83,1,1,0,0
43,84,1,4,0,0,0,0,0
51,34,4,0,0,0,1,0,0
55,73,4,1,0,0,1,0,0
62,90,3,0,0,1,0,1,0
35,23,4,0,0,1,0,0,0
53,145,2,6,294,1,0,0,1
33,54,4,0,141,0,0,1,0
43,49,3,2,103,1,1,0,0
58,51,1,2,0,1,1,0,0
63,8,4,0,0,1,1,0,0
31,62,1,1,0,1,0,1,0
36,25,1,0,0,1,0,0,0
30,63,2,1,0,1,0,0,0
59,24,2,0,86,1,0,0,0
28,11,1,0,0,1,1,0,0
59,23,1,0,0,0,0,1,0
47,33,1,1,0,1,0,0,0
47,83,1,3,97,0,0,1,1
56,39,3,1,131,0,0,1,0
41,138,3,6,0,1,1,0,1
25,113,3,2,0,0,0,1,0
30,125,4,0,0,1,0,0,1
50,195,1,1,0,0,0,1,0
34,105,3,1,0,0,0,0,0
44,75,2,3,0,1,0,1,1
36,40,2,1,0,1,1,0,0
39,61,3,0,137,1,0,0,0
54,75,2,4,0,0,0,0,0
33,122,1,0,0,1,0,1,0
39,75,3,3,0,0,0,1,0
41,59,4,0,0,0,0,0,0
40,24,3,1,0,1,1,0,0
29,175,3,3,329,1,0,0,1
51,39,2,0,182,0,0,1,0
54,145,2,6,0,0,0,1,0
47,24,4,0,142,1,1,0,0
53,20,3,0,0,0,1,0,0
30,85,1,2,0,1,1,0,0
28,65,3,2,0,0,0,0,0
60,191,4,5,0,0,0,0,1
51,11,2,0,0,0,0,1,0
63,40,2,1,167,0,0,0,0
38,54,3,0,196,0,1,0,0
59,95,1,3,56,1,0,1,0
31,79,4,2,0,0,1,0,0
41,48,3,0,0,1,0,0,0
25,70,4,2,0,1,0,1,0
27,40,3,0,111,1,1,0,0
50,44,4,1,0,1,0,1,0
50,43,1,1,137,1,0,0,0
43,29,1,0,0,1,0,0,0
50,188,3,1,184,0,0,1,1
46,114,1,0,0,1,0,1,0
30,52,3,0,0,1,1,0,0
42,13,1,0,0,1,0,1,0
42,95,3,0,0,0,0,0,0
29,84,1,2,0,1,0,0,0
38,49,1,1,0,0,0,1,0
51,181,1,1,0,1,0,1,0
35,182,1,0,229,1,1,0,1
37,70,2,2,0,0,0,1,0
47,79,3,1,185,1,0,1,0
55,61,4,2,0,1,1,0,0
65,121,2,2,0,1,0,1,0
58,34,3,0,83,1,0,1,0
54,183,1,1,442,0,0,1,0
52,51,1,1,0,0,0,0,0
28,70,3,0,0,0,0,0,0
32,39,1,1,0,1,0,1,0
51,84,3,2,0,0,1,0,0
43,122,1,7,0,1,0,1,0
42,145,1,1,132,1,0,1,0
42,98,2,0,0,1,0,1,0
41,79,1,1,233,1,0,0,0
34,38,2,2,0,1,0,0,0
30,49,3,0,196,0,1,0,0
32,38,1,1,0,1,0,1,0
46,91,4,2,0,0,0,0,0
38,29,4,0,0,0,0,1,0
37,172,2,6,0,0,0,1,0
32,104,2,3,0,0,0,1,1
35,58,1,2,0,1,0,1,0
30,171,2,1,0,0,1,0,1
30,73,3,3,0,1,0,1,1
58,191,1,2,0,0,0,1,0
57,90,2,4,0,1,0,0,0
34,55,3,2,0,1,0,1,0
31,28,1,2,0,0,1,0,0
39,42,1,2,0,1,0,0,0
57,9,1,0,91,1,1,0,0
47,65,1,1,0,1,1,0,0
51,134,4,4,0,1,0,0,1
30,83,4,3,0,1,0,1,0
55,38,3,1,0,1,1,0,0
32,13,4,0,0,1,0,1,0
32,143,3,2,0,1,0,0,1
44,75,4,1,0,0,0,1,0
33,120,1,3,0,1,0,0,1
49,91,1,2,0,0,1,0,0
32,99,2,1,0,0,0,0,0
31,71,1,0,78,0,0,1,0
37,111,1,0,0,0,1,0,0
41,108,1,5,0,0,0,1,0
56,158,1,7,0,0,0,1,0
55,81,3,2,0,1,0,1,0
49,12,2,0,0,1,0,0,0
63,21,2,0,0,1,0,1,0
55,55,4,0,215,1,0,1,0
59,42,1,1,0,1,0,0,0
41,81,2,0,0,0,0,1,0
49,13,4,0,87,0,0,1,0
48,132,1,0,157,0,0,1,0
41,99,1,1,0,1,0,0,0
50,23,4,0,0,0,0,1,0
28,40,1,2,0,1,1,0,0
36,181,3,1,0,0,0,1,1
38,112,2,2,394,0,0,1,0
34,138,2,7,227,1,0,1,0
41,94,3,3,327,1,1,0,1
43,113,1,1,0,0,0,1,0
30,112,4,5,0,0,1,0,1
37,190,2,3,475,1,0,1,0
62,38,1,1,0,1,0,0,0
40,32,1,1,158,1,0,0,0
35,104,3,0,0,0,1,0,0
64,43,1,1,0,1,1,0,0
49,45,3,1,0,1,1,0,0
36,42,4,1,0,1,1,0,0
29,58,1,0,0,1,1,0,0
29,103,4,3,0,1,0,1,1
28,71,1,3,149,1,1,0,1
33,14,1,0,98,1,1,0,0
36,98,3,1,0,0,0,0,0
42,90,1,0,0,0,1,0,0
25,65,4,0,0,0,0,1,0
28,19,4,0,0,1,0,1,0
50,35,3,1,0,1,1,0,0
34,71,4,1,0,1,0,1,0
43,31,3,0,0,0,0,1,0
62,43,4,1,0,1,1,0,0
61,24,1,1,87,0,1,0,0
45,58,2,0,0,0,0,0,0
42,115,2,0,0,1,0,1,0
39,168,2,8,152,0,0,1,0
29,128,1,1,0,1,0,1,0
58,81,3,1,0,1,1,0,0
29,41,4,1,0,1,0,0,0
32,123,2,2,0,1,1,0,1
37,71,2,2,94,1,0,1,0
48,8,1,0,0,0,0,0,0
40,42,2,0,101,1,0,1,0
29,62,2,2,184,1,0,1,0
36,22,4,1,91,1,0,1,0
35,38,4,1,0,1,1,0,0
35,24,4,0,0,0,1,0,0
62,50,3,2,0,1,0,1,0
26,190,4,1,197,1,1,0,1
32,94,2,3,0,1,0,1,0
63,165,4,5,0,0,0,0,1
38,43,4,1,0,0,1,0,0
50,48,1,1,0,0,1,0,0
46,52,3,2,228,0,1,0,0
50,84,4,4,0,1,0,1,0
61,131,1,0,0,1,0,1,0
34,44,4,0,0,0,0,1,0
27,78,4,0,87,0,0,1,0
61,15,4,0,0,0,1,0,0
45,38,4,1,144,1,0,0,0
50,84,1,1,0,1,0,0,0
44,122,1,0,0,1,0,1,0
62,98,2,2,0,0,0,1,0
45,80,3,2,0,0,1,0,0
41,165,2,8,0,1,0,1,0
30,121,2,3,0,0,0,1,0
61,20,3,0,94,0,1,0,0
45,11,1,0,91,0,0,1,0
59,45,1,1,0,1,0,0,0
30,118,2,2,0,0,1,0,1
60,14,2,0,109,1,0,1,0
56,45,1,0,98,0,0,1,0
56,80,3,2,0,1,0,1,0
27,25,4,0,0,1,1,0,0
66,144,1,2,0,1,0,1,0
43,84,4,0,297,1,0,0,0
53,22,2,0,0,1,0,1,0
44,33,3,1,0,1,0,1,0
54,60,4,2,0,0,0,0,0
31,81,4,2,116,1,1,0,0
38,169,1,6,0,1,0,0,1
28,63,2,1,0,1,0,0,0
51,12,2,0,109,1,0,0,0
52,15,4,0,101,0,0,1,0
64,39,1,0,0,1,0,0,0
29,44,4,2,0,1,1,0,0
34,110,1,4,0,1,0,1,0
33,130,3,6,99,0,1,0,1
46,41,1,1,128,1,0,0,0
48,59,1,1,241,1,0,0,0
52,39,2,0,0,1,0,1,0
44,35,4,0,0,1,1,0,0
51,80,1,2,0,1,1,0,0
47,81,1,2,0,1,1,0,0
39,31,2,0,0,0,0,0,0
42,93,4,1,0,0,0,0,0
57,45,4,1,204,1,0,1,0
36,40,2,0,0,1,0,0,0
27,80,2,1,185,1,0,0,0
31,20,1,0,0,1,0,0,0
63,41,1,0,0,0,0,0,0
34,31,1,0,104,1,0,1,0
52,35,4,0,0,1,1,0,0
57,40,3,1,137,1,0,0,0
63,84,1,1,0,0,0,0,0
26,53,2,1,0,1,0,0,0
35,85,4,4,0,1,0,0,0
58,138,2,3,0,1,0,1,0
32,71,2,1,108,0,0,0,0
64,113,1,0,0,0,0,0,0
50,23,2,1,0,0,1,0,0
34,62,3,2,0,0,0,1,0
36,14,4,0,100,1,0,0,0
43,60,2,2,0,0,0,0,0
28,94,3,0,236,1,0,1,0
64,83,3,1,0,1,1,0,0
60,130,3,6,437,1,0,0,1
62,61,4,1,0,0,0,1,0
27,92,2,3,178,1,0,1,0
45,194,2,8,428,0,0,1,0
36,74,1,2,0,0,0,1,0
48,84,2,0,145,0,0,0,0
65,98,3,1,333,0,1,0,0
39,52,3,2,0,1,0,1,0
51,55,1,1,236,0,1,0,0
30,64,4,3,117,0,0,1,0
65,128,1,2,162,1,0,1,0
38,113,4,1,0,0,1,0,1
29,50,3,1,0,0,1,0,0
42,54,4,2,0,0,1,0,0
46,82,4,0,0,0,0,1,0
62,100,4,1,0,1,1,0,0
58,44,4,2,0,0,0,1,0
56,164,4,0,234,1,1,0,1
56,81,2,3,121,1,0,1,0
34,71,1,0,257,1,0,1,0
42,28,1,0,90,0,0,0,0
30,80,3,1,219,1,0,1,0
61,90,4,1,0,1,1,0,0
38,74,1,3,0,1,1,0,0
50,14,2,0,0,1,0,0,0
61,23,2,0,103,1,1,0,0
41,153,1,1,337,0,0,1,0
42,38,3,0,0,0,0,0,0
29,112,2,2,382,0,1,0,0
51,145,1,8,397,0,0,1,0
32,28,2,0,88,1,1,0,0
34,31,4,1,0,1,0,0,0
26,195,1,6,0,1,0,1,0
54,50,3,2,0,1,0,0,0
38,71,4,2,0,0,0,0,0
62,21,3,0,0,0,0,0,0
37,35,2,0,125,0,0,0,0
46,42,1,2,0,1,0,1,0
52,78,4,3,141,1,0,0,0
32,73,4,2,0,0,1,0,0
49,53,2,1,181,0,0,0,0
28,51,2,1,123,0,0,0,0
55,40,2,2,0,1,0,0,0
52,178,1,1,0,0,0,1,0
32,35,2,0,0,0,0,1,0
31,192,1,0,0,1,1,0,1
27,123,1,5,0,0,0,1,0
32,48,2,1,0,1,1,0,0
52,45,3,0,0,0,1,0,0
52,15,1,0,0,1,0,1,0
50,79,1,0,120,1,0,1,0
32,63,4,2,0,1,1,0,0
61,30,2,0,0,1,0,0,0
60,145,4,6,380,0,0,1,1
28,32,3,1,0,0,1,0,0
34,64,2,0,224,1,0,1,0
31,84,1,0,0,1,0,1,0
31,21,1,0,0,1,1,0,0
62,99,4,1,0,1,1,0,0
47,35,2,1,0,1,0,1,0
50,180,1,1,0,1,0,1,0
36,42,1,1,0,1,0,1,0
26,179,4,2,0,0,1,0,1
51,42,4,0,0,0,0,0,0
52,180,2,9,297,1,1,0,1
35,82,4,3,0,0,0,1,0
42,55,2,0,149,0,0,1,0
36,79,2,2,0,1,0,1,0
41,48,2,0,215,0,0,0,0
49,93,1,2,0,1,0,1,0
57,23,2,0,0,0,0,0,0
44,50,3,2,200,0,0,1,0
38,35,1,1,97,1,1,0,0
26,171,3,6,0,1,1,0,1
29,29,4,1,0,0,1,0,0
59,84,1,1,0,1,0,0,0
51,20,4,0,0,1,1,0,0
50,14,1,0,0,1,0,0,0
35,179,1,8,357,0,0,1,0
61,48,1,0,158,1,0,1,0
42,74,1,2,0,1,0,1,0
55,53,1,1,0,0,0,1,0
50,83,1,2,0,1,1,0,0
64,171,2,2,433,0,0,1,0
54,85,4,4,0,1,0,1,0
50,38,4,0,0,1,1,0,0
31,85,3,1,157,1,0,1,0
32,79,1,0,0,0,0,1,0
44,69,4,0,0,0,0,1,0
60,43,3,0,0,1,0,0,0
60,33,2,0,101,1,0,1,0
62,42,3,0,149,0,0,0,0
46,40,4,1,122,1,0,0,0
57,43,1,1,0,0,0,0,0
30,20,4,0,117,0,0,0,0
58,65,3,2,222,1,0,1,0
39,139,3,3,483,1,0,1,1
60,135,3,0,0,1,0,0,1
59,84,3,1,0,1,0,0,0
50,179,1,2,0,0,0,0,1
63,45,4,1,86,0,1,0,0
27,109,2,2,0,1,0,1,0
54,34,4,0,0,1,0,0,0
62,162,1,1,0,1,0,1,0
60,105,2,1,0,1,0,1,0
38,22,3,0,0,1,1,0,0
34,82,2,1,178,1,0,1,0
65,105,4,1,230,1,1,0,0
55,62,1,1,0,1,0,0,0
57,82,2,2,83,0,0,1,0
27,72,4,0,0,1,0,1,0
35,38,4,1,0,1,0,1,0
52,25,4,1,0,0,0,1,0
45,20,1,0,0,1,0,0,0
29,80,4,1,0,1,1,0,0
44,84,3,1,0,0,0,1,0
47,33,1,1,0,1,0,1,0
62,55,3,0,0,1,0,0,0
52,33,2,0,0,0,1,0,0
42,43,1,0,158,0,0,0,0
65,45,3,0,0,1,0,0,0
42,141,1,3,0,0,0,1,0
40,69,4,2,0,1,0,1,0
32,78,4,0,0,1,1,0,0
40,84,1,3,0,1,0,0,0
55,172,1,5,0,0,1,0,1
32,51,4,0,154,0,0,1,0
58,75,1,1,0,1,0,0,0
46,183,1,3,0,1,1,0,1
53,20,4,0,0,1,0,0,0
63,101,2,3,294,1,0,0,1
40,129,1,5,0,1,0,0,1
41,63,2,3,0,0,0,1,0
60,44,4,2,0,0,0,1,0
65,184,1,5,176,1,0,0,1
59,100,2,2,127,0,0,1,0
48,12,3,0,0,0,0,1,0
59,68,2,2,128,1,0,0,0
33,48,1,1,212,1,0,1,0
40,82,2,0,0,0,0,1,0
42,52,2,2,0,0,0,1,0
65,154,2,4,0,1,1,0,1
30,39,1,1,0,0,0,1,0
30,40,1,0,0,1,0,1,0
42,54,4,1,164,0,0,0,0
32,32,2,1,103,1,1,0,0
55,64,2,2,0,0,0,0,0
29,92,2,1,287,1,0,1,0
64,40,1,2,94,1,0,0,0
37,60,3,0,0,1,0,0,0
31,85,2,1,119,1,0,1,0
25,21,4,0,90,1,0,1,0
31,35,1,0,171,0,0,0,0
32,52,2,0,0,1,0,1,0
58,128,1,7,0,0,0,1,0
26,195,1,6,0,0,0,1,0
51,68,2,1,117,0,1,0,0
65,55,2,1,0,0,0,1,0
43,55,1,0,0,1,0,1,0
46,80,4,0,0,1,0,1,0
28,123,1,0,146,0,0,1,0
63,90,4,1,106,1,1,0,0
59,61,1,1,0,0,0,0,0
42,41,3,2,0,1,1,0,0
58,43,2,1,0,1,0,0,0
39,71,3,0,162,1,0,1,0
36,25,4,1,0,1,0,1,0
60,154,1,3,0,1,1,0,1
47,141,1,2,0,0,0,1,0
29,22,2,0,110,0,0,0,0
52,145,2,6,0,1,0,1,0
41,49,3,0,0,1,0,0,0
63,109,1,2,0,1,0,1,0
59,80,3,0,0,1,0,1,0
44,82,4,1,201,1,1,0,0
54,52,4,2,0,1,0,1,0
29,85,3,2,0,1,0,1,0
51,148,1,1,0,0,0,1,0
63,160,2,2,0,0,0,1,0
36,39,4,1,0,1,0,1,0
42,25,2,0,0,0,0,0,0
51,33,1,1,0,1,0,0,0
47,38,3,2,0,0,1,0,0
40,85,4,0,0,1,0,0,0
54,48,1,0,0,1,0,1,0
47,15,4,0,77,1,0,0,0
35,94,1,0,174,1,0,1,0
28,120,2,0,0,1,0,1,0
45,60,1,0,159,1,0,0,0
33,145,2,4,277,0,0,1,0
62,29,2,0,0,0,0,0,0
45,78,3,2,0,1,1,0,0
59,59,4,1,0,1,1,0,0
58,80,2,4,0,0,0,0,0
52,180,1,1,0,1,0,1,0
34,8,3,0,83,1,1,0,0
65,23,1,1,0,1,0,0,0
48,79,2,3,0,1,0,0,0
44,78,2,3,268,0,0,0,0
61,64,1,0,0,0,1,0,0
40,64,4,0,0,1,0,0,0
65,160,4,3,237,1,0,1,1
28,43,1,1,102,0,0,0,0
67,32,1,1,0,0,0,0,0
35,179,2,0,76,1,0,1,0
60,8,1,0,0,1,0,1,0
58,63,1,1,0,1,0,1,0
55,40,2,2,0,1,0,0,0
34,99,4,2,155,1,1,0,0
35,141,2,4,0,0,1,0,1
28,159,1,1,0,1,0,1,0
38,39,2,0,174,1,0,1,0
62,99,4,1,0,0,1,0,0
30,18,4,0,0,1,1,0,0
38,38,2,0,0,1,0,1,0
33,133,1,0,0,1,0,1,0
58,84,2,2,0,1,0,1,0
59,60,1,0,0,1,1,0,0
52,178,3,5,147,1,0,0,1
36,18,1,0,0,0,0,0,0
45,73,1,0,0,1,0,0,0
49,125,1,7,0,0,0,1,0
52,91,1,4,0,1,1,0,1
54,74,2,1,0,1,0,1,0
30,35,2,0,0,0,1,0,0
65,113,1,2,0,1,0,1,0
34,52,4,2,0,0,1,0,0
30,191,2,4,0,1,1,0,1
51,18,1,0,93,0,0,0,0
52,25,2,0,0,1,0,1,0
43,50,4,1,0,0,0,0,0
35,75,4,0,0,1,0,0,0
56,92,2,4,0,0,0,0,0
57,33,2,2,0,1,1,0,0
58,65,3,2,0,0,0,0,0
53,44,3,1,0,0,0,1,0
45,183,2,1,354,0,0,1,0
44,175,2,1,0,1,0,1,0
54,28,4,1,0,1,0,0,0
41,49,4,2,0,0,1,0,0
52,45,4,1,0,1,0,1,0
43,64,4,3,221,1,0,0,1
63,22,3,0,90,1,0,0,0
54,120,1,7,119,1,0,1,0
33,175,2,6,102,1,0,1,0
25,101,4,2,256,0,0,0,0
41,104,1,1,0,1,0,0,0
40,155,4,0,0,1,0,0,1
43,58,1,2,0,0,0,1,0
36,80,4,2,0,1,1,0,0
57,45,1,1,195,0,0,0,0
34,134,1,4,164,1,0,1,0
38,58,4,2,153,0,0,0,0
47,20,1,0,0,1,0,1,0
39,25,4,1,0,1,0,0,0
45,55,1,0,0,1,0,1,0
62,155,1,1,0,0,0,1,0
59,30,1,1,0,1,0,1,0
61,39,4,0,0,1,0,1,0
36,73,4,2,188,1,0,0,0
58,41,4,1,0,1,0,1,0
55,34,4,0,157,1,0,0,0
29,21,3,0,119,0,0,0,0
34,11,4,0,0,1,0,1,0
45,19,4,0,0,0,0,1,0
52,101,2,2,0,1,1,0,0
39,24,1,1,116,1,0,1,0
55,131,2,2,0,0,0,1,0
33,105,1,4,0,1,0,1,0
47,52,1,1,194,0,1,0,0
57,21,4,0,113,0,1,0,0
57,45,3,1,198,1,0,1,0
40,39,1,2,0,1,0,1,0
50,192,2,2,238,0,0,1,0
29,195,1,4,0,0,0,1,0
46,83,3,0,0,0,0,1,0
42,34,3,1,0,1,1,0,0
59,49,4,1,104,1,1,0,0
31,60,4,4,244,0,0,0,0
51,41,4,1,0,0,0,1,0
35,72,3,2,285,0,0,1,0
59,102,4,3,115,1,1,0,1
35,31,3,1,0,0,0,1,0
46,73,1,1,128,1,1,0,0
34,89,1,0,0,1,0,1,0
55,19,4,0,121,0,0,0,0
64,63,4,1,0,1,1,0,0
34,104,3,1,0,1,0,0,0
61,40,1,0,128,1,1,0,0
63,92,2,0,0,1,0,0,0
59,72,2,0,226,0,1,0,0
51,44,3,1,141,0,1,0,0
41,114,4,3,0,0,0,1,1
37,73,4,2,0,0,0,1,0
64,63,4,1,0,0,1,0,0
44,69,1,0,184,1,0,0,0
62,42,3,1,0,1,0,1,0
50,88,1,2,0,1,0,1,0
43,98,2,0,0,1,0,1,0
34,65,1,3,227,1,0,1,1
38,12,2,0,104,1,1,0,0
29,122,4,3,0,0,0,1,1
39,12,2,0,0,0,0,0,0
